"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";17;28;25;32;41;52;74;84;115;104;118;126;267;1083
"33002 SANTO ANTONIO DE PADUA";16;17;22;17;28;30;35;45;68;77;91;96;152;694
"33003 CAMPOS DOS GOYTACAZES";81;109;96;117;152;151;186;236;229;267;342;362;699;3027
"33004 MACAE";29;26;32;25;29;40;38;42;63;61;72;72;141;670
"33005 TRES RIOS";27;29;27;36;34;36;60;72;72;91;73;90;151;798
"33006 CANTAGALO-CORDEIRO";10;9;10;7;8;21;24;23;31;29;37;38;71;318
"33007 NOVA FRIBURGO";38;45;60;67;67;64;67;88;143;129;124;139;236;1267
"33008 SANTA MARIA MADALENA";5;3;5;7;10;16;9;12;11;16;19;25;35;173
"33009 BACIA DE SAO JOAO";12;12;11;7;14;14;24;18;16;22;22;29;42;243
"33010 LAGOS";59;56;98;64;76;74;90;108;135;129;126;148;255;1418
"33011 VALE DO PARAIBA FLUMINENSE";167;160;187;198;191;195;236;274;284;348;336;281;404;3261
"33012 BARRA DO PIRAI";23;26;46;46;60;53;60;92;94;102;112;128;229;1071
"33013 BAIA DA ILHA GRANDE";27;22;22;30;29;35;31;34;36;46;38;54;77;481
"33014 VASSOURAS";37;41;35;28;49;47;73;90;101;113;112;116;170;1012
"33015 SERRANA";73;105;105;113;139;135;193;251;308;357;326;322;513;2940
"33016 MACACU-CACERIBU";15;24;23;20;17;22;26;45;56;55;50;51;123;527
"33017 ITAGUAI";47;39;49;47;44;52;62;62;80;64;73;68;100;787
"33018 RIO DE JANEIRO";2563;2852;2979;3112;3361;3753;4858;5945;7087;7318;7355;7240;12464;70887
"Total";3246;3603;3832;3973;4349;4790;6146;7521;8929;9328;9426;9385;16129;90657
