"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";20;24;34;35;36;57;37;83;100;107;97;149;239;1018
"33002 SANTO ANTONIO DE PADUA";12;28;22;23;22;34;46;50;64;87;91;99;180;758
"33003 CAMPOS DOS GOYTACAZES";106;109;114;140;113;137;196;234;285;310;358;374;692;3168
"33004 MACAE";31;19;26;34;34;50;51;43;64;51;60;75;153;691
"33005 TRES RIOS";21;33;21;58;38;35;64;50;95;64;89;82;135;785
"33006 CANTAGALO-CORDEIRO";12;10;10;8;17;19;20;28;30;31;39;38;72;334
"33007 NOVA FRIBURGO";28;35;56;50;63;58;77;99;130;133;142;137;241;1249
"33008 SANTA MARIA MADALENA";-;-;4;7;1;8;10;5;9;13;18;23;46;144
"33009 BACIA DE SAO JOAO";5;8;18;10;13;12;17;17;22;21;24;27;50;244
"33010 LAGOS";48;63;65;71;75;81;104;114;119;127;109;144;240;1360
"33011 VALE DO PARAIBA FLUMINENSE";117;145;162;181;200;189;224;299;285;361;317;281;411;3172
"33012 BARRA DO PIRAI";21;30;37;52;59;66;72;90;121;93;113;119;194;1067
"33013 BAIA DA ILHA GRANDE";18;15;26;27;29;23;34;37;51;51;49;70;75;505
"33014 VASSOURAS";29;28;41;37;56;57;60;70;92;118;104;113;157;962
"33015 SERRANA";79;95;118;124;152;199;173;268;285;344;358;331;534;3060
"33016 MACACU-CACERIBU";17;26;25;35;25;24;46;39;56;45;50;59;117;564
"33017 ITAGUAI";29;45;32;46;50;49;71;75;76;77;67;82;91;790
"33018 RIO DE JANEIRO";2479;2658;2968;3205;3495;3761;4689;5661;7215;7478;7247;6979;12220;70055
"Total";3072;3371;3779;4143;4478;4859;5991;7262;9099;9511;9332;9182;15847;89926
