"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";23;27;43;47;60;59;70;85;102;146;135;147;300;1244
"33002 SANTO ANTONIO DE PADUA";16;19;27;34;31;38;43;64;64;85;92;86;195;794
"33003 CAMPOS DOS GOYTACAZES";89;100;124;139;176;190;191;239;294;369;345;339;758;3353
"33004 MACAE";17;33;45;45;44;38;48;49;65;78;72;72;151;757
"33005 TRES RIOS";17;32;29;49;55;49;64;65;110;115;96;81;176;938
"33006 CANTAGALO-CORDEIRO";9;11;17;13;25;21;20;34;29;31;41;58;86;395
"33007 NOVA FRIBURGO";29;32;53;70;68;85;79;95;101;135;148;152;282;1329
"33008 SANTA MARIA MADALENA";3;4;6;6;10;12;7;10;12;19;19;27;58;193
"33009 BACIA DE SAO JOAO";9;18;8;15;18;17;24;15;32;36;36;34;69;331
"33010 LAGOS";50;58;82;106;107;106;133;133;179;196;167;161;341;1819
"33011 VALE DO PARAIBA FLUMINENSE";121;95;153;178;231;233;243;255;309;401;386;328;571;3504
"33012 BARRA DO PIRAI";26;34;36;35;62;65;73;100;103;126;122;135;239;1156
"33013 BAIA DA ILHA GRANDE";24;30;40;39;42;58;34;44;50;46;60;63;101;631
"33014 VASSOURAS";25;32;37;55;55;78;76;73;85;132;120;112;214;1094
"33015 SERRANA";67;76;104;120;136;181;207;267;338;377;393;362;607;3235
"33016 MACACU-CACERIBU";12;20;18;26;34;38;36;56;51;67;66;52;121;597
"33017 ITAGUAI";34;32;41;60;75;63;77;59;105;99;83;79;137;944
"33018 RIO DE JANEIRO";2555;2468;2773;3161;3914;4411;4888;5735;7159;8375;8714;7819;14721;76693
"Total";3126;3121;3636;4198;5143;5742;6313;7378;9188;10833;11095;10107;19127;99007
