"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";27;23;21;32;52;60;91;99;125;119;162;151;500;1462
"33002 SANTO ANTONIO DE PADUA";16;21;20;17;24;37;59;79;92;90;111;110;361;1037
"33003 CAMPOS DOS GOYTACAZES";95;123;127;114;176;240;261;314;373;425;478;473;1187;4386
"33004 MACAE";41;41;38;46;36;85;93;111;105;121;127;115;285;1244
"33005 TRES RIOS";16;28;30;32;33;67;102;108;97;131;135;139;325;1243
"33006 CANTAGALO-CORDEIRO";2;7;10;20;11;37;23;22;39;45;54;63;162;495
"33007 NOVA FRIBURGO";46;53;59;67;83;117;136;168;145;184;176;195;566;1995
"33008 SANTA MARIA MADALENA";1;2;4;7;9;15;12;11;13;19;20;28;80;221
"33009 BACIA DE SAO JOAO";30;21;27;29;25;54;47;62;81;73;101;104;207;861
"33010 LAGOS";78;72;88;108;114;218;246;315;308;344;410;358;932;3591
"33011 VALE DO PARAIBA FLUMINENSE";94;96;132;109;166;238;338;392;425;446;497;527;1257;4717
"33012 BARRA DO PIRAI";22;15;19;35;51;66;87;123;110;124;133;150;386;1321
"33013 BAIA DA ILHA GRANDE";31;36;35;40;34;54;65;78;104;86;109;94;213;979
"33014 VASSOURAS";17;20;28;22;49;66;78;100;103;129;163;165;358;1298
"33015 SERRANA";57;70;87;109;155;217;270;313;375;372;419;448;1185;4077
"33016 MACACU-CACERIBU";11;11;30;17;29;42;48;53;72;70;86;93;203;765
"33017 ITAGUAI";27;36;46;41;58;89;93;127;145;139;130;161;299;1391
"33018 RIO DE JANEIRO";1576;1665;1832;1955;2635;3915;5595;7076;7947;8427;9537;10566;25337;88063
"Total";2187;2340;2633;2800;3740;5617;7644;9551;10659;11344;12848;13940;33843;119146
