"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";29;33;41;37;59;66;96;85;95;135;147;137;307;1267
"33002 SANTO ANTONIO DE PADUA";12;16;21;28;32;35;50;55;78;91;97;98;212;825
"33003 CAMPOS DOS GOYTACAZES";84;102;121;133;144;206;213;243;324;396;408;375;853;3602
"33004 MACAE";26;44;44;40;50;48;54;72;74;78;88;83;185;886
"33005 TRES RIOS";15;31;30;37;49;63;77;58;106;108;113;93;181;961
"33006 CANTAGALO-CORDEIRO";11;4;8;13;15;25;18;23;33;37;44;31;93;355
"33007 NOVA FRIBURGO";24;41;39;52;68;83;89;111;106;142;153;163;309;1380
"33008 SANTA MARIA MADALENA";2;3;2;7;8;3;17;8;13;17;24;21;41;166
"33009 BACIA DE SAO JOAO";20;14;13;24;18;27;20;29;35;35;43;34;95;407
"33010 LAGOS";64;66;76;104;115;125;148;155;192;195;229;164;348;1981
"33011 VALE DO PARAIBA FLUMINENSE";121;116;171;173;212;235;275;262;342;411;418;371;574;3681
"33012 BARRA DO PIRAI";19;26;28;51;62;66;70;86;111;128;130;137;247;1161
"33013 BAIA DA ILHA GRANDE";15;21;32;34;56;48;35;44;63;51;62;56;104;621
"33014 VASSOURAS";16;29;37;58;43;56;56;69;109;139;147;133;244;1136
"33015 SERRANA";58;79;111;118;162;186;189;258;306;389;366;384;673;3279
"33016 MACACU-CACERIBU";23;17;15;25;37;42;43;39;62;57;69;66;149;644
"33017 ITAGUAI";34;35;41;39;57;64;71;94;113;101;93;82;187;1011
"33018 RIO DE JANEIRO";2475;2522;2634;3112;3911;4518;4869;5712;7258;8575;9254;8224;15680;78744
"Total";3048;3199;3464;4085;5098;5896;6390;7403;9420;11085;11885;10652;20482;102107
