"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";26;20;39;52;53;60;75;85;125;127;172;137;329;1300
"33002 SANTO ANTONIO DE PADUA";8;15;25;26;28;42;43;60;71;85;86;97;223;809
"33003 CAMPOS DOS GOYTACAZES";97;85;123;135;174;155;215;288;345;354;391;425;843;3630
"33004 MACAE";32;31;38;48;52;52;52;54;80;88;65;78;162;832
"33005 TRES RIOS";21;19;24;38;61;48;71;82;110;98;108;105;180;965
"33006 CANTAGALO-CORDEIRO";6;7;6;10;18;13;26;20;40;40;50;48;93;377
"33007 NOVA FRIBURGO";25;41;42;45;62;90;84;88;127;157;175;141;292;1369
"33008 SANTA MARIA MADALENA";1;2;6;3;7;10;7;11;19;26;19;18;45;174
"33009 BACIA DE SAO JOAO";17;12;9;16;14;28;16;32;31;39;36;36;77;363
"33010 LAGOS";71;75;81;89;119;114;142;173;180;226;221;219;397;2107
"33011 VALE DO PARAIBA FLUMINENSE";117;87;107;176;235;254;288;294;347;384;431;346;642;3708
"33012 BARRA DO PIRAI";19;29;35;45;52;87;81;92;124;129;146;126;250;1215
"33013 BAIA DA ILHA GRANDE";29;29;36;34;40;56;36;37;60;65;64;72;97;655
"33014 VASSOURAS";21;22;37;40;45;82;69;70;112;125;124;130;245;1122
"33015 SERRANA";60;59;89;112;161;186;201;273;338;383;425;381;709;3377
"33016 MACACU-CACERIBU";10;15;29;23;33;28;39;52;48;55;72;71;135;610
"33017 ITAGUAI";35;35;35;55;71;60;93;81;112;106;106;79;157;1025
"33018 RIO DE JANEIRO";2346;2237;2346;3050;3791;4536;4897;5618;7108;8409;9253;8277;15390;77258
"Total";2941;2820;3107;3997;5016;5901;6435;7410;9377;10896;11944;10786;20266;100896
