"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"33001 ITAPERUNA";18;24;27;40;44;64;100;125;119;138;160;216;564;1639
"33002 SANTO ANTONIO DE PADUA";5;17;25;21;30;35;60;82;97;98;115;155;423;1163
"33003 CAMPOS DOS GOYTACAZES";92;106;73;136;124;185;286;398;432;508;491;560;1399;4790
"33004 MACAE";58;62;45;60;52;74;106;128;174;135;155;163;403;1615
"33005 TRES RIOS";18;22;24;34;35;48;77;108;108;127;149;144;420;1314
"33006 CANTAGALO-CORDEIRO";10;1;5;12;10;15;35;36;41;47;43;60;170;485
"33007 NOVA FRIBURGO";11;18;22;38;49;79;107;125;170;201;197;206;679;1902
"33008 SANTA MARIA MADALENA";3;4;4;3;6;8;15;19;25;20;30;22;91;250
"33009 BACIA DE SAO JOAO";28;33;30;50;32;41;71;89;128;130;122;111;311;1176
"33010 LAGOS";126;87;92;104;130;195;249;375;395;479;460;497;1249;4438
"33011 VALE DO PARAIBA FLUMINENSE";105;87;95;115;130;191;280;433;489;564;601;639;1582;5311
"33012 BARRA DO PIRAI";24;18;19;24;37;59;76;110;136;157;169;177;493;1499
"33013 BAIA DA ILHA GRANDE";56;40;43;51;45;50;91;104;118;108;132;130;271;1239
"33014 VASSOURAS";21;15;23;29;35;60;84;104;140;147;157;176;418;1409
"33015 SERRANA";48;44;48;80;89;161;246;295;357;443;529;462;1361;4163
"33016 MACACU-CACERIBU";11;16;15;22;12;36;44;51;83;89;107;98;267;851
"33017 ITAGUAI";53;44;49;70;59;84;128;170;216;188;234;210;421;1926
"33018 RIO DE JANEIRO";2088;1690;1764;2083;2406;3313;4961;6843;8811;9888;9930;10611;29742;94130
"Total";2775;2328;2403;2972;3325;4698;7016;9595;12039;13467;13781;14637;40264;129300
